WEO Subject Code,Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NGDP_RPCH,Islamic Republic of Iran,-14.927,7.888,14.403,10.297,3.326,4.192,-9.346,-2.183,-14.06,6.201,19.61,12.594,4.251,-1.576,-0.351,2.653,7.101,3.385,2.741,1.934,5.143,3.669,8.16,8.059,6.067,4.656,6.211,6.367,0.576,3.95,5.899,3.027,-1.875,-1.253,1.089,1.98,2.19,2.215,2.388
NGDP_RPCH,Iraq,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,59.737,4.401,10.158,1.378,6.609,5.809,5.857,8.582,8.428,9.043,8.449,8.313,9.031,8.455,8.263
NGDP_RPCH,Ireland,2.898,2.512,1.495,-0.729,3.204,1.947,0.424,3.641,2.998,5.614,7.711,1.642,3.579,2.314,5.894,9.593,9.323,11.495,8.792,11.051,10.739,5.296,5.638,3.885,4.363,5.876,5.404,5.445,-2.109,-5.456,-0.766,1.431,0.938,1.072,2.223,2.737,2.734,2.742,2.744
NGDP_RPCH,Israel,3.568,4.723,1.424,2.586,2.21,4.451,3.551,7.49,3.564,1.419,6.633,4.618,7.155,3.771,7.011,9.917,5.49,3.372,4.117,3.356,9.255,-0.223,-0.576,1.512,4.844,4.732,5.798,5.897,4.111,1.106,4.983,4.605,3.104,3.564,3.947,3.564,3.514,3.381,3.466
NGDP_RPCH,Italy,-1.414,0.781,0.668,0.913,3.226,2.798,2.86,3.192,4.194,3.388,2.053,1.435,0.834,-0.853,2.151,2.887,1.135,1.866,1.448,1.451,3.654,1.863,0.451,-0.047,1.731,0.931,2.199,1.683,-1.156,-5.494,1.723,0.374,-2.369,-1.471,0.516,1.203,1.4,1.401,1.2
NGDP_RPCH,Jamaica,-4.041,4.42,3.08,4.153,0.95,-0.9,7,7.7,-3.993,4.7,4.875,0.834,2.778,2.211,1.875,2.521,-0.243,-1.595,-1.011,1.048,0.879,1.345,0.675,3.666,1.324,0.894,2.873,1.434,-0.792,-3.082,-1.438,1.508,0.08,0.55,1.25,1.7,2.1,2.425,2.65
NGDP_RPCH,Japan,3.181,4.177,3.377,3.061,4.464,6.333,2.831,4.107,7.147,5.37,5.572,3.324,0.819,0.171,0.864,1.942,2.61,1.596,-2.003,-0.199,2.257,0.355,0.29,1.685,2.361,1.303,1.693,2.192,-1.042,-5.527,4.652,-0.569,1.996,1.584,1.412,1.054,1.216,1.189,1.13
NGDP_RPCH,Jordan,11.173,17.183,7.026,-2.213,4.285,-2.703,5.504,2.325,1.461,-10.734,-0.28,1.62,14.351,4.485,4.979,6.189,2.075,3.322,3.012,3.382,4.252,5.269,5.786,4.18,8.559,8.136,8.093,8.176,7.232,5.477,2.311,2.589,2.8,3.25,3.5,4,4.5,4.5,4.5
NGDP_RPCH,Kazakhstan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.2,-12.58,-8.264,0.515,1.613,-1.915,2.74,9.8,13.5,9.8,9.3,9.6,9.7,10.7,8.9,3.2,1.181,7.251,7.5,5.043,5.5,5.65,6.2,6.1,6.2,6.2
NGDP_RPCH,Kenya,5.572,4.1,5.052,1.593,1.6,4.073,6.982,5.811,6.091,4.554,4.134,1.339,-1.08,-0.095,2.531,4.287,4.011,0.22,3.33,2.407,0.599,4.726,0.299,2.785,4.616,5.981,6.326,6.993,1.527,2.735,5.764,4.377,4.7,5.85,6.239,6.313,6.642,5.822,6.078
NGDP_RPCH,Kiribati,-44.442,-3.483,6.791,-0.713,5.024,-6.606,-1.22,-9.125,18.182,-8.559,2.133,6.289,3.197,2.62,4.947,-1.257,6.069,5.474,10.968,1.395,4.882,-3.249,6.736,4.159,0.242,0.333,1.237,0.453,-2.359,-2.35,1.4,2,2.5,2.5,1.96,1.96,1.96,1.96,1.96
NGDP_RPCH,Korea,-1.891,7.404,8.291,12.182,9.859,7.471,12.24,12.266,11.66,6.752,9.297,9.713,5.765,6.329,8.772,8.931,7.186,5.767,-5.714,10.731,8.798,3.973,7.15,2.803,4.619,3.957,5.179,5.106,2.298,0.319,6.32,3.634,2.022,2.845,3.894,4.028,3.99,3.97,3.969
NGDP_RPCH,Kosovo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27.69,-1.289,5.167,3.883,3.835,3.422,6.263,6.907,2.9,3.896,4.955,2.146,2.94,4.34,4.95,5,4.6,4.6
NGDP_RPCH,Kuwait,-20.364,-18.921,-9.504,5.253,5.24,-4.258,8.565,8.142,-10.05,25.896,-26.229,-41.008,50.688,33.758,8.627,1.377,0.603,2.475,3.663,-1.779,4.686,0.209,3.014,17.337,10.762,10.076,7.52,5.992,2.48,-7.076,-2.371,6.304,5.082,1.055,3.148,3.826,3.854,3.88,3.897
NGDP_RPCH,Kyrgyz Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.005,-19.807,-5.751,7.084,9.9,2.1,3.7,5.398,5.3,-0.022,7,7.027,-0.16,3.1,8.543,7.566,2.9,-0.472,6,-0.9,7.366,7.462,5.341,4.958,4.988,4.975
NGDP_RPCH,Lao P.D.R.,10.004,15.332,4.715,3,6.438,9.122,4.829,-0.96,-2.1,9.893,6.686,3.999,6.999,5.867,8.16,7.045,6.892,6.907,4.38,4.135,6.324,4.623,6.865,6.21,7.021,6.767,8.645,7.843,7.785,7.502,8.131,8.039,8.313,8.027,7.733,7.774,7.904,7.798,7.599
NGDP_RPCH,Latvia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.4,2.2,-2.084,4.274,9.108,5.436,3.041,5.749,7.349,7.224,7.6,8.857,10.123,11.154,9.6,-3.275,-17.729,-0.942,5.477,5.578,4.16,4.196,4.188,4.044,4.019,4.001
NGDP_RPCH,Lebanon,1.467,0.55,-36.789,22.71,44.479,24.3,-6.773,16.729,-28.209,-42.195,-13.421,38.2,4.495,7,8.03,6.493,4.038,10.19,3.9,-0.8,1.1,3.9,3.4,1.7,7.5,0.7,1.4,8.4,8.6,9,7,1.5,1.5,2,4,4,4,4,4
NGDP_RPCH,Lesotho,-0.825,3.079,5.556,0.318,5.097,4.387,5.352,0.189,8.828,6.802,6.474,2.352,7.363,3.294,5.672,1.778,4.673,3.437,5.489,0.376,5.66,3.669,1.991,3.455,2.804,2.937,4.098,4.854,5.133,4.808,6.269,5.714,3.997,3.548,3.129,3.555,3.933,3.977,4.01
NGDP_RPCH,Liberia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.933,4.48,-28.355,4.068,5.886,8.953,13.161,6.173,5.286,6.115,7.897,8.345,7.472,5.34,7.453,5.282,6.242,7.664
NGDP_RPCH,Libya,0.606,-20.04,1.518,-4.709,-8.306,0.607,-11.353,-14.702,7.579,7.199,3.72,15.655,-2.712,-3.763,1.935,-12.397,2.633,-0.607,-0.377,0.462,3.681,-1.764,-0.959,13.016,4.461,11.87,6.5,6.354,2.666,-0.79,5.023,-62.076,104.483,20.187,10.1,9.016,8.552,5,4.997
NGDP_RPCH,Lithuania,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.239,8.14,7.623,-1.021,3.621,6.7,6.838,10.276,7.369,7.791,7.809,9.796,2.912,-14.847,1.521,5.866,3.617,3.045,3.267,3.472,3.694,3.839,3.783
NGDP_RPCH,Luxembourg,3.17,0.798,1.039,1.887,4.73,5.596,9.983,3.951,8.464,9.798,5.32,8.645,1.819,4.201,3.821,1.432,1.515,5.937,6.493,8.42,8.442,2.52,4.088,1.669,4.376,5.253,4.934,6.588,-0.735,-4.073,2.891,1.657,0.112,0.053,1.332,1.701,2.18,2.206,2.218
NGDP_RPCH,FYR Macedonia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-7.5,-1.8,-1.1,1.2,1.351,3.381,4.348,4.539,-4.525,0.853,2.82,4.627,4.351,4.996,6.15,5,-0.92,2.895,2.861,-0.267,2.018,3.126,3.567,3.886,4.051,4.182
NGDP_RPCH,Madagascar,0.788,-9.8,-1.9,0.9,1.76,1.156,1.96,1.175,3.407,4.075,3.129,-6.306,1.181,2.1,-0.042,1.679,2.154,3.693,3.917,4.699,4.457,5.98,-12.408,9.785,5.257,4.603,5.023,6.241,7.128,-4.12,0.419,1.814,1.903,2.62,3.752,3.96,4.528,5.046,5.09
NGDP_RPCH,Malawi,0.395,-5.245,2.516,3.694,5.373,4.571,-0.215,1.625,3.177,1.345,5.692,8.73,-7.333,9.692,-10.313,13.83,9.979,6.587,1.061,3.541,0.775,-4.147,1.695,5.531,5.518,2.569,2.062,9.491,8.339,9.036,6.533,4.347,1.886,5.483,6.06,6.543,6.738,6.698,6.54
NGDP_RPCH,Malaysia,7.444,6.942,5.941,6.25,7.762,-0.876,1.153,5.389,9.938,9.06,9.007,9.547,8.886,9.896,9.211,9.83,10.002,7.323,-7.359,6.138,8.68,0.518,5.391,5.789,6.783,4.976,5.585,6.299,4.832,-1.513,7.154,5.084,5.613,5.1,5.2,5.2,5.2,5.2,5.2
NGDP_RPCH,Maldives,18.803,7.886,7.466,4.414,17.379,13.801,8.596,8.866,8.722,9.292,-4.049,6.896,6.467,5.417,7.505,7.377,9.084,10.405,9.789,7.23,4.77,3.452,6.098,14.153,12.481,-8.675,19.586,10.556,12.199,-3.634,7.058,7.049,3.498,3.764,4.039,4.09,4.094,4.094,4.094
NGDP_RPCH,Mali,3.299,-2.447,6.601,-5.126,1,-1.948,8.602,1.998,-0.324,11.938,7.015,9.052,-3.235,3.833,3.562,2.354,7.382,5.334,4.422,5.698,-3.275,11.855,4.307,7.616,2.259,6.135,5.252,4.298,4.979,4.457,5.819,2.73,-1.188,4.816,6.277,5.284,4.979,4.98,4.844
NGDP_RPCH,Malta,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.002,2.434,0.716,-0.289,3.585,2.58,4.073,3.881,-2.628,2.879,1.679,0.818,1.311,1.835,1.994,2.135,1.901,1.871
NGDP_RPCH,Marshall Islands,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.864,-2.376,5.914,5.364,2.607,0.192,-0.027,2.618,1.867,3.201,-1.883,-1.476,5.593,0.809,1.87,2.291,2.641,1.788,1.037,1.044,1.021
NGDP_RPCH,Mauritania,4.259,3.735,-2.152,4.941,2.67,2.011,5.829,2.896,3.134,2.228,-1.222,0,1.772,5.874,-3.061,9.82,5.819,-4.045,2.778,6.67,1.85,2.892,1.097,5.594,5.179,5.445,11.445,1.023,3.517,-1.22,5.084,3.879,6.36,5.91,5.777,24.797,6.166,6.19,3.502
NGDP_RPCH,Mauritius,11.361,-7.064,5.281,5.899,0.969,4.826,8.806,11.155,8.667,5.824,4.904,6.381,10.416,10.275,4.845,4.446,0.265,3.731,8.575,4.619,7.199,3.214,1.627,5.984,4.299,1.453,4.514,5.875,5.517,3.015,4.1,3.8,3.295,3.718,4.352,4.667,4.571,4.513,4.513
NGDP_RPCH,Mexico,9.482,8.539,-0.522,-3.494,3.406,2.173,-3.113,1.736,1.266,4.13,5.164,4.194,3.569,2.519,4.773,-6.218,5.462,7.249,5.008,3.563,5.973,-0.926,0.074,1.374,4.028,3.181,5.149,3.243,1.187,-5.986,5.31,3.918,3.947,3.389,3.4,3.348,3.304,3.301,3.303
NGDP_RPCH,Micronesia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.099,-5.976,2.75,1.584,4.494,1.655,0.525,1.725,-3.248,2.161,-0.163,-2.06,-2.56,0.962,2.531,2.051,1.424,0.756,0.685,0.63,0.614,0.61,0.557
NGDP_RPCH,Moldova,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.2,-30.9,-1.425,-5.88,1.64,-6.544,-3.364,2.108,6.141,7.81,6.623,7.363,7.467,4.785,2.998,7.8,-6,7.094,6.8,-0.82,4,4,5,5,5,5
NGDP_RPCH,Mongolia,6.443,8.376,8.331,5.792,5.914,5.679,9.426,3.542,5.146,4.183,-2.486,-9.199,-9.256,-3.169,2.134,6.376,2.235,3.897,3.34,3.07,1.146,2.953,4.733,7.005,10.625,7.254,8.556,10.248,8.9,-1.269,6.365,17.514,12.283,14.039,11.601,7.585,9.5,7.568,8.925
NGDP_RPCH,Montenegro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1,1.9,2.5,4.4,4.2,8.6,10.7,6.9,-5.7,2.464,3.222,0.032,1.229,2.001,2.02,2.186,2.21,2.234
NGDP_RPCH,Morocco,3.792,-2.765,9.619,-0.557,4.337,6.324,8.3,-2.544,10.415,2.366,4.035,6.898,-4.029,-1.014,10.358,-6.579,12.217,-2.227,7.675,0.529,1.593,7.552,3.316,6.317,4.802,2.979,7.76,2.706,5.587,4.758,3.643,4.986,2.992,4.524,4.775,5.032,5.373,5.714,5.79
NGDP_RPCH,Mozambique,4.228,5,-6.9,-15.7,-6.5,1,-2.3,14.7,8.2,6.5,1,6.552,-5.231,8.767,6.159,2.237,14.78,11.085,11.828,8.366,1.532,12.254,9.232,6.487,7.884,8.388,8.682,7.282,6.831,6.334,7.085,7.322,7.5,8.4,8,8,7.824,7.783,7.8
NGDP_RPCH,Myanmar,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.945,13.746,11.344,12.026,13.844,13.565,13.569,13.076,11.991,3.599,5.144,5.345,5.46,6.302,6.467,6.568,6.72,6.85,6.871,6.951
NGDP_RPCH,Namibia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.343,9.27,-1.62,5.133,3.226,2.304,4.691,3.994,2.681,4.08,1.171,4.792,4.255,12.267,2.492,7.073,5.378,3.368,-1.094,6.587,4.838,4.043,4.154,3.953,4.318,4.33,4.33,4.345
NGDP_RPCH,Nepal,-2.32,8.341,3.78,-2.978,9.681,6.145,4.566,1.7,7.697,4.328,4.635,6.366,4.108,3.847,8.219,3.468,5.338,5.261,2.943,4.483,6.116,5.629,0.12,3.945,4.683,3.479,3.365,3.412,6.105,4.533,4.816,3.884,4.634,3.012,3.998,4.036,4.08,4.088,4.097
NGDP_RPCH,Netherlands,n/a,-0.514,-1.283,1.758,3.119,2.656,3.125,1.851,2.98,4.42,4.183,2.439,1.706,1.258,2.961,3.116,3.407,4.278,3.923,4.684,3.941,1.926,0.076,0.336,2.237,2.046,3.394,3.921,1.804,-3.668,1.629,0.993,-0.884,-0.534,1.079,1.59,1.758,1.893,2.057
NGDP_RPCH,New Zealand,1.009,2.961,2.878,-0.124,6.858,1.213,1.81,2.484,0.65,0.482,0.009,-1.299,0.748,5.224,5.784,4.193,4.128,2.397,0.166,4.651,4.078,2.515,4.887,3.869,4.349,3.124,3.045,3.499,-0.808,-1.637,1.753,1.418,2.537,2.742,2.566,2.38,2.532,2.49,2.463
NGDP_RPCH,Nicaragua,4.612,5.361,-0.817,4.615,-1.566,-4.084,-1.015,-0.706,-12.4,-1.694,-0.132,-0.154,0.4,-0.4,5,5.912,6.344,3.967,3.712,7.036,4.102,2.961,0.754,2.521,5.312,4.282,4.152,5.029,3.995,-2.179,3.623,5.449,5.205,4,4,4,4,4,4
NGDP_RPCH,Niger,4.886,-0.178,2.174,-3.864,-16.82,7.718,6.352,0.088,6.871,0.957,-1.308,2.49,-6.516,1.449,4.005,-6.611,5.089,0.496,12.712,0.994,-2.584,8.04,5.338,7.055,-0.825,8.416,5.807,0.554,9.564,-0.985,10.664,2.151,11.237,6.169,6.428,5.952,5.871,6.84,6.54
NGDP_RPCH,Nigeria,2.872,20.838,-1.053,-5.05,-2.022,8.323,-8.754,-10.752,7.543,6.467,12.766,-0.618,0.434,2.09,0.91,-0.307,4.994,2.802,2.716,0.474,5.318,8.164,21.177,10.335,10.585,5.393,6.211,6.972,5.984,6.96,7.976,7.356,6.332,7.161,7.018,7.04,7.016,7.068,6.745
NGDP_RPCH,Norway,4.515,1.568,0.119,3.872,5.897,5.334,4.048,1.78,-0.173,0.99,1.928,3.113,3.534,2.746,5.059,4.199,5.116,5.369,2.706,2.006,3.265,1.988,1.504,0.986,3.954,2.591,2.288,2.652,0.025,-1.36,0.231,1.349,2.994,2.456,2.192,2.06,2.083,2.096,2.119
NGDP_RPCH,Oman,6.079,17.096,11.501,15.947,13.904,14.523,2.145,-3.992,5.245,2.983,8.378,6.044,8.492,6.144,3.845,4.831,2.889,6.178,2.713,-0.613,4.645,5.56,2.071,0.352,3.413,3.987,5.529,6.729,13.166,3.267,5.588,4.492,5.019,4.159,3.452,3.508,3.463,3.544,3.826
NGDP_RPCH,Pakistan,8.526,6.831,6.537,6.778,5.065,7.592,5.502,6.452,7.625,4.96,4.459,5.417,7.57,2.097,4.369,5.062,6.599,1.703,3.494,4.184,3.906,1.967,3.112,4.726,7.483,8.958,5.818,6.815,3.685,1.722,3.066,3.038,3.675,3.505,3.307,3.099,2.968,2.992,2.992
NGDP_RPCH,Panama,4.5,9.207,5.348,-4.491,2.709,4.942,3.568,-1.809,-13.38,1.562,8.099,9.418,8.203,5.456,2.849,1.752,7.371,6.461,7.342,3.917,2.715,0.574,2.229,4.206,7.522,7.191,8.528,12.113,10.117,3.856,7.452,10.849,10.671,8.984,7.233,6.689,6.351,6.2,6.004
NGDP_RPCH,Papua New Guinea,-2.309,1.149,0.832,3.438,-0.983,3.578,5.654,2.762,2.909,-1.424,-2.996,9.55,13.828,18.206,5.946,-3.446,6.599,-6.343,4.682,1.856,-2.455,-0.045,2.008,4.388,0.57,3.924,2.294,7.152,6.614,6.134,7.57,11.064,9.086,4.428,5.599,20.051,3.73,3.8,3.859
NGDP_RPCH,Paraguay,11.712,9.17,-1.398,-3.043,2.817,3.872,0.263,4.072,5.881,5.817,2.891,2.508,1.696,4.936,5.318,6.823,1.574,4.243,0.068,-1.366,-2.314,-0.834,-0.021,4.321,4.057,2.133,4.807,5.422,6.359,-3.966,13.093,4.341,-1.2,11,4.6,4.7,4.7,4.7,4.7
NGDP_RPCH,Peru,7.661,5.461,-0.324,-9.329,3.801,2.089,12.106,7.738,-9.422,-13.422,-5.09,2.106,-0.429,4.765,12.822,8.609,2.518,6.864,-0.658,0.914,2.951,0.215,5.016,4.037,4.977,6.827,7.74,8.906,9.803,0.862,8.794,6.912,6.278,6.277,6.149,6.004,5.993,6.012,6.026
NGDP_RPCH,Philippines,5.149,3.423,3.619,1.875,-7.324,-7.307,3.417,4.312,6.753,6.205,3.037,-0.578,0.338,2.116,4.388,4.679,5.846,5.185,-0.577,3.082,4.411,2.894,3.646,4.97,6.698,4.778,5.243,6.617,4.153,1.148,7.632,3.909,6.591,6.023,5.469,5.3,5.4,5.5,5.5
NGDP_RPCH,Poland,-6,-10,-4.846,5.6,-0.366,3.862,3.494,2.302,3.285,3.812,-7.171,-7.005,2.033,4.287,5.239,6.728,6.239,7.086,4.982,4.524,4.26,1.205,1.443,3.867,5.345,3.617,6.227,6.785,5.127,1.628,3.875,4.321,2.045,1.312,2.223,2.691,3.322,3.527,3.679
NGDP_RPCH,Portugal,6.725,3.523,2.163,0.972,-1.042,1.636,3.32,7.632,5.34,6.649,7.859,3.37,3.13,-0.687,1.489,2.307,3.619,4.407,5.138,4.073,3.916,1.975,0.764,-0.911,1.56,0.775,1.448,2.365,-0.009,-2.908,1.937,-1.554,-3.168,-2.322,0.639,1.535,1.82,1.82,1.82
NGDP_RPCH,Qatar,-1.016,-3.894,-8.21,-5.329,15.988,-13.031,3.706,0.9,4.7,5.3,-14.644,-2.553,8.157,-0.455,1.957,3.632,7.6,28.447,9.031,5.504,10.939,6.318,3.2,6.323,17.723,7.492,26.171,17.986,17.663,11.956,16.729,12.984,6.576,5.201,5.017,6.605,6.211,7.11,6.473
NGDP_RPCH,Romania,3.304,0.1,3.9,6,6,-0.1,2.4,0.8,-0.5,-5.8,-5.612,-12.927,-8.766,1.528,3.932,7.138,3.948,-6.053,-4.818,-1.15,2.921,5.679,5.077,5.237,8.49,4.154,7.875,6.317,7.349,-6.576,-1.149,2.158,0.327,1.598,1.982,2.327,2.884,3.324,3.508
NGDP_RPCH,Russia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-8.7,-12.7,-4.1,-3.608,1.381,-5.345,6.351,10.046,5.091,4.744,7.253,7.151,6.388,8.153,8.535,5.248,-7.8,4.5,4.3,3.4,3.371,3.781,3.7,3.6,3.6,3.6
NGDP_RPCH,Rwanda,-3.576,2.472,-2.468,6.035,12.974,4.388,5.501,-0.295,0.296,-5.706,0.419,-4.3,6.6,-10.378,-41.89,24.541,11.596,14.9,8.34,5.126,6.497,8.485,13.19,2.201,7.445,9.375,9.226,5.518,13.399,6.235,7.219,8.257,7.688,7.6,7.2,7,7,7,6.477
NGDP_RPCH,Samoa,-6.123,-9.056,-1.014,0.485,1.98,5.826,4.79,0.509,2.871,5.819,-6.444,-2.443,4.135,1.683,6.39,6.556,7.274,0.803,1.1,-0.636,4.795,7.992,6.213,3.844,4.167,6.975,2.052,1.843,4.309,-5.136,0.37,2.031,1.203,0.866,3.076,2.574,2.471,2.496,2.456
NGDP_RPCH,San Marino,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.52,8.998,2.203,5.539,0.315,3.9,4.565,2.426,3.826,7.958,-5.076,-12.235,-7.465,-2.476,-3.98,-3.516,0,0.969,1.113,1.258,1.405
NGDP_RPCH,S?o Tom? and Pr?ncipe,-1.08,-10.314,3.093,-3.874,-6.03,9.3,-5.832,-2.93,1.999,3.135,-2.153,1.201,0.7,1.1,2.2,2,1.5,0.996,2.5,2.5,0.448,3.064,1.99,6.735,4.548,1.632,12.643,1.996,9.075,4.023,4.511,4.943,4,4.5,6,37.799,47.379,10.698,1.754
NGDP_RPCH,Saudi Arabia,6.519,4.691,-11.098,-8.217,-3.088,-4.324,4.846,-3.76,8.224,5.658,8.584,9.354,4.364,3.09,0.565,0.359,3.58,2.685,2.39,-0.461,5.243,0.399,0.214,7.887,4.732,7.256,5.577,5.992,8.427,1.829,7.434,8.479,6.806,4.385,4.165,4.439,4.391,4.358,4.318
NGDP_RPCH,Senegal,-0.827,5.07,7.843,-5.326,3.746,3.283,3.113,6.094,-0.592,3.978,-0.676,2.556,1.243,1.301,-0.017,5.363,2.012,3.124,5.899,6.347,3.199,4.581,0.655,6.683,5.871,5.623,2.443,4.957,3.682,2.166,4.281,2.615,3.539,4.022,4.589,4.707,4.917,5.056,5.178
NGDP_RPCH,Serbia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.173,5.254,5.3,4.3,2.5,9.3,5.4,3.6,5.4,3.8,-3.5,1,1.6,-1.757,2.001,2,2.2,2.5,2.75,3
NGDP_RPCH,Seychelles,-2.253,-3.877,-2.071,-0.616,4.306,10.294,0.762,4.875,5.326,10.286,7.455,2.76,7.173,7.303,-2.437,0.485,9.998,12.194,2.467,1.872,4.253,-2.271,1.213,-5.887,-2.85,9.006,9.406,10.098,-1.871,-0.156,5.643,5.006,2.769,3.216,3.901,3.795,3.663,3.599,3.526
NGDP_RPCH,Sierra Leone,-0.56,1.878,1.78,-1.576,1.7,-6.74,0.132,2.382,2.058,4.952,1.611,-7.993,-9.646,0.054,3.5,-10.025,-24.787,-17.596,-0.837,-8.122,3.807,18.17,26.539,9.503,6.456,4.356,4.363,7.981,5.294,3.2,5.302,6.009,19.771,17.137,14.204,12.16,4.227,4.299,4.369
NGDP_RPCH,Singapore,10.047,10.725,7.186,8.568,8.825,-0.65,1.287,10.772,11.073,10.228,10.107,6.486,7.031,11.48,10.575,7.278,7.627,8.507,-2.17,6.197,9.043,-1.154,4.202,4.58,9.159,7.37,8.623,9.02,1.748,-0.787,14.781,5.16,1.319,2.012,5.131,4.191,4.053,3.984,3.931
NGDP_RPCH,Slovak Republic,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.206,7.872,6.941,4.445,4.361,0.038,1.369,3.482,4.583,4.775,5.058,6.655,8.345,10.494,5.751,-4.936,4.382,3.226,2.027,1.385,2.675,3.2,3.5,3.5,3.5
NGDP_RPCH,Slovenia,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8,5.3,4.1,3.602,4.957,3.515,5.325,4.266,2.939,3.827,2.93,4.402,4.007,5.85,6.96,3.383,-7.841,1.24,0.6,-2.337,-1.997,1.527,1.93,1.947,1.965,1.954
NGDP_RPCH,Solomon Islands,-2.663,-1.797,-1.67,3.891,0.17,-3.132,-0.201,8.421,1.25,4.264,2.2,6,12.7,4,8.1,10.1,1.61,-0.914,1.292,-0.486,-14.277,-7.957,-2.8,6.523,8.089,12.853,3.993,6.389,7.106,-4.738,7.834,10.716,5.485,4.049,3.788,3.711,3.553,3.57,3.386
NGDP_RPCH,South Africa,6.621,5.361,-0.383,-1.847,5.099,-1.211,0.018,2.101,4.2,2.395,-0.318,-1.018,-2.137,1.234,3.234,3.116,4.307,2.647,0.517,2.358,4.155,2.735,3.668,2.949,4.555,5.277,5.604,5.548,3.622,-1.526,3.087,3.457,2.548,2.844,3.349,3.432,3.299,3.106,3.082
NGDP_RPCH,South Sudan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-52.983,32.059,49.226,5.403,13.519,15.018,11.659
NGDP_RPCH,Spain,1.203,-0.408,1.239,1.652,1.698,2.362,3.432,5.709,5.285,5.004,3.847,2.525,0.851,-1.314,2.335,4.122,2.421,3.865,4.469,4.745,5.053,3.671,2.707,3.088,3.257,3.588,4.075,3.479,0.893,-3.742,-0.322,0.417,-1.419,-1.558,0.738,1.352,1.46,1.506,1.573
NGDP_RPCH,Sri Lanka,5.847,5.345,5.233,3.314,6.725,4.957,4.281,1.454,2.698,2.25,6.174,7.552,4.611,4.279,6.946,5.628,5.452,6.298,4.736,4.329,6.024,-1.545,3.964,5.94,5.445,6.242,7.668,6.797,5.95,3.539,8.016,8.247,6.41,6.25,6.75,6.5,6.5,6.5,6.5
